source,images_mean,map50_95_mean,map50_mean,map75_mean,precision_mean,recall_mean,f1_mean,speed_pre_ms_mean,speed_inf_ms_mean,speed_post_ms_mean,speed_total_ms_mean,fps_est_mean,images_std,map50_95_std,map50_std,map75_std,precision_std,recall_std,f1_std,speed_pre_ms_std,speed_inf_ms_std,speed_post_ms_std,speed_total_ms_std,fps_est_std
TestSet::dataset::datamatrixfit,51.0,0.2853894912095319,0.6812944145084938,0.209483797068616,0.7342657342657343,0.75,0.7420494699646644,2.116272974686296,15.94567072449946,2.5026098295461896,20.564553528731945,48.62736254413895,,,,,,,,,,,,
TestSet::dataset::pcbdataset,30.0,0.5026343764166457,0.8049763872491145,0.6350624572795625,0.9435437168770502,0.6451612903225806,0.7663321750702705,1.0977750023206074,8.42126083249847,0.1149549769858519,9.63399081180493,103.79914404471492,,,,,,,,,,,,
TestSet::global::global,4140.0,0.4089527450236323,0.8604519700325437,0.3262789027657166,0.8764441284358979,0.8657450717057348,0.8710617477793126,0.1967470654272946,8.131730475278507,0.1332033740509535,8.461680914756755,118.17982857945508,,,,,,,,,,,,
