source,images_mean,map50_95_mean,map50_mean,map75_mean,precision_mean,recall_mean,f1_mean,speed_pre_ms_mean,speed_inf_ms_mean,speed_post_ms_mean,speed_total_ms_mean,fps_est_mean,images_std,map50_95_std,map50_std,map75_std,precision_std,recall_std,f1_std,speed_pre_ms_std,speed_inf_ms_std,speed_post_ms_std,speed_total_ms_std,fps_est_std
TestSet::dataset::datamatrixfit,51.0,0.3609979742694608,0.7752450332743611,0.2612272448115039,0.8130081300813008,0.7142857142857143,0.7604562737642585,2.105880035635303,16.574819846188323,2.4247986319310524,21.105498513754675,47.381017764081214,,,,,,,,,,,,
TestSet::dataset::pcbdataset,30.0,0.5296791231341496,0.846855557935318,0.6748705206379494,0.8392145430814595,0.7741935483870968,0.8053938596216016,1.2051254510879517,12.30283317466577,0.1383439016838868,13.646302527437609,73.27992311392585,,,,,,,,,,,,
TestSet::global::global,4140.0,0.4009642109295218,0.8422716667255153,0.320641944344695,0.865520038519686,0.8270634716138452,0.8458548763162256,0.1979627817473261,8.182301574751087,0.1355679919448308,8.515832348443244,117.42833337751269,,,,,,,,,,,,
