source,images_mean,map50_95_mean,map50_mean,map75_mean,precision_mean,recall_mean,f1_mean,speed_pre_ms_mean,speed_inf_ms_mean,speed_post_ms_mean,speed_total_ms_mean,fps_est_mean,images_std,map50_95_std,map50_std,map75_std,precision_std,recall_std,f1_std,speed_pre_ms_std,speed_inf_ms_std,speed_post_ms_std,speed_total_ms_std,fps_est_std
TestSet::dataset::datamatrixfit,51.0,0.254000831576803,0.6553352180023134,0.0952691511387163,0.737860557609388,0.6928571428571428,0.7146510560476261,2.092604634954649,16.391254121474194,2.2440240992342724,20.72788285566312,48.244193918086886,,,,,,,,,,,,
TestSet::dataset::pcbdataset,30.0,0.4886828888552589,0.7526222961626188,0.5863882410758121,0.7368928785649671,0.6774193548387096,0.7059056502415769,1.2137378255526226,11.755206311742464,0.1138539984822273,13.082798135777312,76.43624778290483,,,,,,,,,,,,
TestSet::global::global,4140.0,0.4542008711215027,0.8699913748675656,0.4120347295539753,0.8776763627057921,0.8837069483810015,0.8806813318496962,0.1961895737095155,8.14508180975338,0.1364279812840735,8.47769936474697,117.95653006502272,,,,,,,,,,,,
